,alpha,beta,MSE,MAE,R2
5423,0.55,0.78,2652.945537,39.67587927,0.520236101
5424,0.55,0.79,2665.690898,39.82211416,0.517931205
5425,0.55,0.8,2678.543628,39.79140178,0.515606892
5426,0.55,0.81,2666.231911,39.82769868,0.517833367
5427,0.55,0.82,2637.403369,39.63583438,0.523046777
5428,0.55,0.83,2645.647751,39.62718206,0.521555847
5429,0.55,0.84,2656.718444,39.73869029,0.519553801
5430,0.55,0.85,2676.507769,39.94229917,0.515975061
5431,0.55,0.86,2681.920037,39.88774888,0.514996295
5432,0.55,0.87,2670.284911,39.88823044,0.517100415
5433,0.55,0.88,2665.941765,39.7548719,0.517885838
5434,0.55,0.89,2664.298485,39.71630431,0.518183012
5435,0.55,0.9,2681.727531,40.00428524,0.515031109
5436,0.55,0.91,2658.569616,39.750631,0.519219032
5437,0.55,0.92,2662.400168,39.79754158,0.518526307
5438,0.55,0.93,2651.520453,39.72766953,0.520493816
5439,0.55,0.94,2669.317987,39.87350432,0.517275275
5440,0.55,0.95,2659.75504,39.75504491,0.519004657
5441,0.55,0.96,2675.343258,39.80607757,0.516185653
5442,0.55,0.97,2654.587375,39.64899573,0.519939188
5443,0.55,0.98,2637.203895,39.60756655,0.523082851
5444,0.55,0.99,2656.122582,39.6827598,0.519661558
5445,0.56,0.01,2655.343778,39.73336329,0.519802398
5446,0.56,0.02,2650.809717,39.67823544,0.520622347
5447,0.56,0.03,2638.591552,39.62696184,0.522831904
5448,0.56,0.04,2666.07355,39.78035625,0.517862005
5449,0.56,0.05,2670.997429,39.78295822,0.516971561
5450,0.56,0.06,2657.364844,39.72570264,0.519436905
5451,0.56,0.07,2654.71647,39.76746855,0.519915842
5452,0.56,0.08,2659.492146,39.74714463,0.5190522
5453,0.56,0.09,2675.52421,39.85396716,0.516152929
5454,0.56,0.1,2657.692157,39.7170638,0.519377713
5455,0.56,0.11,2687.310913,39.89853778,0.514021399
5456,0.56,0.12,2660.027189,39.73923282,0.518955441
5457,0.56,0.13,2647.775289,39.65048637,0.521171099
5458,0.56,0.14,2651.779601,39.71179791,0.520446951
5459,0.56,0.15,2662.322202,39.72697332,0.518540407
5460,0.56,0.16,2665.287403,39.75246112,0.518004174
5461,0.56,0.17,2664.141529,39.7914691,0.518211396
5462,0.56,0.18,2656.822925,39.65185922,0.519534907
5463,0.56,0.19,2658.742622,39.77923829,0.519187745
5464,0.56,0.2,2660.800952,39.79472083,0.518815512
5465,0.56,0.21,2639.409688,39.65034301,0.522683951
5466,0.56,0.22,2660.868737,39.79016198,0.518803254
5467,0.56,0.23,2667.640286,39.79695874,0.517578674
5468,0.56,0.24,2626.240579,39.5055444,0.525065478
5469,0.56,0.25,2661.771601,39.72710461,0.518639978
5470,0.56,0.26,2667.171237,39.81524398,0.517663497
5471,0.56,0.27,2674.561452,39.85088873,0.516327036
5472,0.56,0.28,2655.595734,39.70995475,0.519756834
5473,0.56,0.29,2671.607467,39.81258543,0.516861241
5474,0.56,0.3,2663.479073,39.80563724,0.518331196
5475,0.56,0.31,2664.137077,39.79219269,0.518212201
5476,0.56,0.32,2663.762399,39.75651866,0.518279959
5477,0.56,0.33,2657.385243,39.70195254,0.519433216
5478,0.56,0.34,2658.958518,39.68261169,0.519148702
5479,0.56,0.35,2645.273925,39.5784703,0.521623451
5480,0.56,0.36,2662.69021,39.80151202,0.518473855
5481,0.56,0.37,2643.105305,39.71925218,0.522015628
5482,0.56,0.38,2678.955623,39.89130421,0.515532386
5483,0.56,0.39,2670.969302,39.91197519,0.516976648
5484,0.56,0.4,2627.024242,39.45531572,0.524923759
5485,0.56,0.41,2667.657687,39.84111825,0.517575527
5486,0.56,0.42,2642.110394,39.58449832,0.52219555
5487,0.56,0.43,2643.080118,39.61897345,0.522020183
5488,0.56,0.44,2652.166214,39.63504571,0.520377036
5489,0.56,0.45,2665.366004,39.8136806,0.517989959
5490,0.56,0.46,2660.532458,39.68541157,0.518864067
5491,0.56,0.47,2650.404659,39.65034626,0.520695599
5492,0.56,0.48,2642.31603,39.64775988,0.522158362
5493,0.56,0.49,2641.821737,39.66510137,0.522247751
5494,0.56,0.5,2653.384881,39.81554916,0.520156649
5495,0.56,0.51,2660.575961,39.71082813,0.5188562
5496,0.56,0.52,2644.57064,39.65894347,0.521750634
5497,0.56,0.53,2651.266743,39.72335579,0.520539698
5498,0.56,0.54,2661.881704,39.81466422,0.518620067
5499,0.56,0.55,2664.59058,39.70255595,0.518130189
5500,0.56,0.56,2655.054927,39.66062644,0.519854635
5501,0.56,0.57,2653.784332,39.74296245,0.520084412
5502,0.56,0.58,2688.652883,39.82790117,0.513778714
5503,0.56,0.59,2647.689237,39.65402608,0.521186661
5504,0.56,0.6,2662.891797,39.63989509,0.5184374
5505,0.56,0.61,2661.936363,39.8064865,0.518610182
5506,0.56,0.62,2669.156444,39.87821685,0.517304489
5507,0.56,0.63,2669.54828,39.89954067,0.517233628
5508,0.56,0.64,2652.462056,39.69738137,0.520323535
5509,0.56,0.65,2672.05628,39.92814527,0.516780077
5510,0.56,0.66,2657.190563,39.70491859,0.519468422
5511,0.56,0.67,2654.04593,39.69222772,0.520037104
5512,0.56,0.68,2659.141269,39.86817431,0.519115653
5513,0.56,0.69,2661.100047,39.74984189,0.518761423
5514,0.56,0.7,2655.239549,39.68378192,0.519821248
5515,0.56,0.71,2630.167055,39.57019957,0.524355407
5516,0.56,0.72,2659.46821,39.71165093,0.519056528
5517,0.56,0.73,2655.00383,39.79589005,0.519863875
5518,0.56,0.74,2669.693823,39.85869439,0.517207308
5519,0.56,0.75,2649.072981,39.75741443,0.520936422
5520,0.56,0.76,2670.855588,39.79353949,0.516997212
5521,0.56,0.77,2650.373893,39.63614453,0.520701162
5522,0.56,0.78,2656.471784,39.80371031,0.519598408
5523,0.56,0.79,2670.955999,39.8288566,0.516979054
5524,0.56,0.8,2637.795872,39.54956758,0.522975796
5525,0.56,0.81,2646.020984,39.7013962,0.521488351
5526,0.56,0.82,2670.849981,39.86542218,0.516998226
5527,0.56,0.83,2644.352757,39.67873888,0.521790036
5528,0.56,0.84,2672.107585,39.86213994,0.516770799
5529,0.56,0.85,2657.525591,39.76438043,0.519407835
5530,0.56,0.86,2646.406126,39.69570464,0.521418701
5531,0.56,0.87,2668.435928,39.77461345,0.517434788
5532,0.56,0.88,2681.522596,39.98611237,0.515068169
5533,0.56,0.89,2665.043171,39.79380417,0.518048341
5534,0.56,0.9,2650.106994,39.54332653,0.520749429
5535,0.56,0.91,2663.958429,39.76887563,0.518244508
5536,0.56,0.92,2673.377416,39.85938412,0.51654116
5537,0.56,0.93,2676.516459,39.92857926,0.515973489
5538,0.56,0.94,2670.368126,39.78318993,0.517085366
5539,0.56,0.95,2659.771241,39.78737509,0.519001727
5540,0.56,0.96,2663.269346,39.70985611,0.518369123
5541,0.56,0.97,2660.37148,39.75242907,0.518893179
5542,0.56,0.98,2674.026463,39.89890441,0.516423785
5543,0.56,0.99,2685.935913,39.92869385,0.514270056
5544,0.57,0.01,2675.21617,39.80565311,0.516208636
5545,0.57,0.02,2642.605686,39.5361552,0.52210598
5546,0.57,0.03,2662.278268,39.7582161,0.518548352
5547,0.57,0.04,2663.849939,39.68759272,0.518264128
5548,0.57,0.05,2650.363216,39.69686365,0.520703093
5549,0.57,0.06,2679.368694,39.97016288,0.515457685
5550,0.57,0.07,2672.71549,39.82215963,0.516660864
5551,0.57,0.08,2638.885262,39.6611468,0.522778789
5552,0.57,0.09,2653.668174,39.66206858,0.520105418
5553,0.57,0.1,2676.011312,39.82867009,0.516064841
5554,0.57,0.11,2654.15313,39.69263309,0.520017718
5555,0.57,0.12,2649.176479,39.73545934,0.520917705
5556,0.57,0.13,2679.939732,39.88563748,0.515354418
5557,0.57,0.14,2680.013851,39.86953277,0.515341014
5558,0.57,0.15,2680.063545,39.98143855,0.515332027
5559,0.57,0.16,2673.394079,39.79491597,0.516538147
5560,0.57,0.17,2665.529869,39.82079629,0.517960326
5561,0.57,0.18,2637.840284,39.514415,0.522967765
5562,0.57,0.19,2662.090126,39.71864279,0.518582376
5563,0.57,0.2,2662.163848,39.69793132,0.518569044
5564,0.57,0.21,2647.26791,39.69601376,0.521262854
5565,0.57,0.22,2654.636597,39.6720019,0.519930286
5566,0.57,0.23,2660.574303,39.8239552,0.5188565
5567,0.57,0.24,2681.944998,39.94793612,0.514991781
5568,0.57,0.25,2657.618264,39.67178677,0.519391076
5569,0.57,0.26,2661.271588,39.70261453,0.518730402
5570,0.57,0.27,2660.919162,39.83782171,0.518794135
5571,0.57,0.28,2648.617264,39.71242958,0.521018835
5572,0.57,0.29,2630.982049,39.53194735,0.524208022
5573,0.57,0.3,2667.805929,39.77023242,0.517548719
5574,0.57,0.31,2668.190613,39.78896412,0.517479152
5575,0.57,0.32,2668.518677,39.8907976,0.517419824
5576,0.57,0.33,2677.352576,39.89121432,0.515822284
5577,0.57,0.34,2654.106186,39.70215855,0.520026207
5578,0.57,0.35,2652.637205,39.60987024,0.520291861
5579,0.57,0.36,2670.753024,39.87369138,0.51701576
5580,0.57,0.37,2641.88088,39.52430591,0.522237055
5581,0.57,0.38,2659.519529,39.77740707,0.519047247
5582,0.57,0.39,2679.825416,39.87141553,0.515375091
5583,0.57,0.4,2648.51433,39.60194102,0.521037449
5584,0.57,0.41,2646.918997,39.62371761,0.521325953
5585,0.57,0.42,2658.753616,39.79532959,0.519185757
5586,0.57,0.43,2665.184036,39.78415994,0.518022867
5587,0.57,0.44,2652.60651,39.63792361,0.520297411
5588,0.57,0.45,2657.140456,39.78952637,0.519477484
5589,0.57,0.46,2661.938494,39.78049983,0.518609797
5590,0.57,0.47,2687.758358,39.85952636,0.513940482
5591,0.57,0.48,2659.812849,39.77474468,0.518994203
5592,0.57,0.49,2663.017272,39.65800849,0.518414709
5593,0.57,0.5,2657.667009,39.70545233,0.519382261
5594,0.57,0.51,2688.504709,39.89196277,0.51380551
5595,0.57,0.52,2658.013302,39.65351077,0.519319636
5596,0.57,0.53,2646.997919,39.62643084,0.52131168
5597,0.57,0.54,2682.064053,39.98455804,0.514970251
5598,0.57,0.55,2655.17334,39.67118255,0.519833221
5599,0.57,0.56,2653.148443,39.68178302,0.520199407
5600,0.57,0.57,2676.201872,39.88379337,0.51603038
5601,0.57,0.58,2656.151362,39.66615456,0.519656353
5602,0.57,0.59,2625.839808,39.48901319,0.525137955
5603,0.57,0.6,2656.951118,39.7782012,0.519511724
5604,0.57,0.61,2655.194797,39.73456512,0.51982934
5605,0.57,0.62,2652.401215,39.7077009,0.520334537
5606,0.57,0.63,2663.332282,39.83701217,0.518357742
5607,0.57,0.64,2664.274314,39.81943245,0.518187383
5608,0.57,0.65,2671.277817,39.79211288,0.516920855
5609,0.57,0.66,2656.196238,39.71826169,0.519648238
5610,0.57,0.67,2643.510172,39.72345462,0.521942411
5611,0.57,0.68,2644.307658,39.65495336,0.521798192
5612,0.57,0.69,2637.258193,39.61189905,0.523073031
5613,0.57,0.7,2658.897108,39.81724934,0.519159807
5614,0.57,0.71,2653.577882,39.73562744,0.520121747
5615,0.57,0.72,2675.696825,39.85007,0.516121713
5616,0.57,0.73,2633.554631,39.6012747,0.523742791
5617,0.57,0.74,2645.747971,39.5646623,0.521537723
5618,0.57,0.75,2653.754523,39.67438445,0.520089802
5619,0.57,0.76,2657.174027,39.77220703,0.519471413
5620,0.57,0.77,2640.702438,39.57609642,0.522450167
5621,0.57,0.78,2655.863935,39.71189499,0.519708332
5622,0.57,0.79,2650.111241,39.68784809,0.520748661
5623,0.57,0.8,2637.068007,39.64352326,0.523107425
5624,0.57,0.81,2655.44998,39.64748136,0.519783193
5625,0.57,0.82,2659.414546,39.75926438,0.519066233
5626,0.57,0.83,2652.585324,39.70898838,0.520301243
5627,0.57,0.84,2641.145912,39.59827525,0.522369969
5628,0.57,0.85,2657.63609,39.76865826,0.519387852
5629,0.57,0.86,2649.458389,39.64069441,0.520866724
5630,0.57,0.87,2636.053174,39.56249827,0.523290949
5631,0.57,0.88,2656.053586,39.82472662,0.519674035
5632,0.57,0.89,2659.559218,39.71433932,0.51904007
5633,0.57,0.9,2676.468333,39.84795558,0.515982192
5634,0.57,0.91,2653.161351,39.75265967,0.520197073
5635,0.57,0.92,2664.718269,39.74553225,0.518107097
5636,0.57,0.93,2659.657422,39.66548671,0.519022311
5637,0.57,0.94,2654.394761,39.75157497,0.519974021
5638,0.57,0.95,2669.306269,39.83756997,0.517277394
5639,0.57,0.96,2652.387244,39.70697078,0.520337064
5640,0.57,0.97,2666.514971,39.7926815,0.517782178
5641,0.57,0.98,2656.801122,39.73318026,0.51953885
5642,0.57,0.99,2663.058158,39.82397733,0.518407315
5643,0.58,0.01,2647.075155,39.59286005,0.521297713
5644,0.58,0.02,2654.716184,39.66260131,0.519915894
5645,0.58,0.03,2676.050446,39.81711448,0.516057764
5646,0.58,0.04,2656.641749,39.65552696,0.519567671
5647,0.58,0.05,2672.338847,39.78238244,0.516728977
5648,0.58,0.06,2655.393513,39.66599875,0.519793404
5649,0.58,0.07,2651.522947,39.72709593,0.520493365
5650,0.58,0.08,2668.413871,39.7256498,0.517438777
5651,0.58,0.09,2663.20154,39.76081684,0.518381385
5652,0.58,0.1,2644.375923,39.57297942,0.521785847
5653,0.58,0.11,2657.90193,39.72163307,0.519339777
5654,0.58,0.12,2653.814237,39.72169133,0.520079004
5655,0.58,0.13,2671.416869,39.75565785,0.516895709
5656,0.58,0.14,2675.685503,39.82404789,0.516123761
5657,0.58,0.15,2673.432478,39.7871039,0.516531202
5658,0.58,0.16,2681.068449,39.94650235,0.515150298
5659,0.58,0.17,2649.876871,39.546761,0.520791045
5660,0.58,0.18,2676.526151,39.89619441,0.515971736
5661,0.58,0.19,2666.86943,39.74535127,0.517718077
5662,0.58,0.2,2653.07565,39.64513493,0.520212571
5663,0.58,0.21,2652.78903,39.70701145,0.520264404
5664,0.58,0.22,2662.35998,39.83177303,0.518533575
5665,0.58,0.23,2651.318011,39.74906112,0.520530426
5666,0.58,0.24,2647.932837,39.59902649,0.521142608
5667,0.58,0.25,2658.719597,39.64172467,0.519191909
5668,0.58,0.26,2671.069014,39.8721871,0.516958616
5669,0.58,0.27,2685.483289,39.986292,0.51435191
5670,0.58,0.28,2638.741888,39.47521803,0.522804717
5671,0.58,0.29,2674.081191,39.78629682,0.516413888
5672,0.58,0.3,2640.479805,39.52653187,0.522490429
5673,0.58,0.31,2652.979064,39.65652525,0.520230038
5674,0.58,0.32,2640.388391,39.58830821,0.52250696
5675,0.58,0.33,2671.082766,39.88099325,0.516956129
5676,0.58,0.34,2654.262626,39.69761671,0.519997916
5677,0.58,0.35,2653.285107,39.70954679,0.520174693
5678,0.58,0.36,2661.867661,39.81419901,0.518622607
5679,0.58,0.37,2674.736565,39.89671792,0.516295369
5680,0.58,0.38,2658.414532,39.77022525,0.519247077
5681,0.58,0.39,2664.413813,39.66359501,0.518162156
5682,0.58,0.4,2651.290094,39.60699373,0.520535475
5683,0.58,0.41,2658.51885,39.81847064,0.519228212
5684,0.58,0.42,2679.183527,39.82453083,0.515491171
5685,0.58,0.43,2678.714852,39.91309944,0.515575927
5686,0.58,0.44,2655.900133,39.59078197,0.519701786
5687,0.58,0.45,2673.921819,39.81414588,0.516442709
5688,0.58,0.46,2657.09215,39.66628536,0.519486219
5689,0.58,0.47,2657.367186,39.76738704,0.519436481
5690,0.58,0.48,2667.388415,39.83552202,0.517624223
5691,0.58,0.49,2674.426423,39.89316914,0.516351455
5692,0.58,0.5,2649.138277,39.66957295,0.520924613
5693,0.58,0.51,2657.156616,39.66473802,0.519474561
5694,0.58,0.52,2650.602553,39.69392537,0.520659811
5695,0.58,0.53,2648.409617,39.61006008,0.521056386
5696,0.58,0.54,2683.416534,39.91989573,0.514725666
5697,0.58,0.55,2670.403527,39.8820614,0.517078964
5698,0.58,0.56,2651.132995,39.67718176,0.520563885
5699,0.58,0.57,2637.422765,39.58256227,0.52304327
5700,0.58,0.58,2663.255922,39.87163722,0.518371551
5701,0.58,0.59,2656.234816,39.70565318,0.519641261
5702,0.58,0.6,2663.77812,39.81239917,0.518277116
5703,0.58,0.61,2661.903814,39.7897576,0.518616069
5704,0.58,0.62,2641.781624,39.57698811,0.522255005
5705,0.58,0.63,2645.876634,39.67001075,0.521514455
5706,0.58,0.64,2675.597427,39.82650834,0.516139689
5707,0.58,0.65,2652.368184,39.67564797,0.520340511
5708,0.58,0.66,2663.250147,39.68816005,0.518372595
5709,0.58,0.67,2674.395491,39.85486313,0.516357049
5710,0.58,0.68,2662.812145,39.78123377,0.518451804
5711,0.58,0.69,2648.573656,39.69580446,0.521026721
5712,0.58,0.7,2661.69054,39.74253993,0.518654638
5713,0.58,0.71,2654.017058,39.70795178,0.520042325
5714,0.58,0.72,2666.00088,39.78166341,0.517875147
5715,0.58,0.73,2624.482442,39.48765816,0.525383423
5716,0.58,0.74,2663.898577,39.7709912,0.518255332
5717,0.58,0.75,2655.659142,39.82020403,0.519745368
5718,0.58,0.76,2663.584048,39.84502632,0.518312212
5719,0.58,0.77,2652.368907,39.62601068,0.52034038
5720,0.58,0.78,2670.267478,39.9565568,0.517103567
5721,0.58,0.79,2665.236467,39.781397,0.518013385
5722,0.58,0.8,2651.809454,39.75627411,0.520441553
5723,0.58,0.81,2653.844125,39.74952058,0.520073599
5724,0.58,0.82,2662.3309,39.86124896,0.518538834
5725,0.58,0.83,2657.904262,39.70648622,0.519339356
5726,0.58,0.84,2666.626789,39.76791822,0.517761957
5727,0.58,0.85,2653.455559,39.74267675,0.520143868
5728,0.58,0.86,2663.10837,39.85566045,0.518398234
5729,0.58,0.87,2685.892481,39.92007507,0.514277911
5730,0.58,0.88,2662.39227,39.89499986,0.518527735
5731,0.58,0.89,2649.560847,39.65941724,0.520848195
5732,0.58,0.9,2675.933593,39.78708899,0.516078896
5733,0.58,0.91,2655.725479,39.76773285,0.519733371
5734,0.58,0.92,2645.911495,39.68316498,0.521508151
5735,0.58,0.93,2659.264345,39.74522467,0.519093395
5736,0.58,0.94,2673.180597,39.85775308,0.516576753
5737,0.58,0.95,2676.940979,39.99223999,0.515896718
5738,0.58,0.96,2661.522092,39.74383565,0.5186851
5739,0.58,0.97,2673.30454,39.93619461,0.516554339
5740,0.58,0.98,2655.704556,39.65724668,0.519737155
5741,0.58,0.99,2649.722929,39.66847667,0.520818884
5742,0.59,0.01,2689.239432,39.99288221,0.513672642
5743,0.59,0.02,2675.609655,39.90468232,0.516137477
5744,0.59,0.03,2640.989618,39.62113306,0.522398233
5745,0.59,0.04,2658.668407,39.67954583,0.519201166
5746,0.59,0.05,2655.33079,39.68161822,0.519804747
5747,0.59,0.06,2655.466613,39.58967778,0.519780185
5748,0.59,0.07,2658.305189,39.68547328,0.519266851
5749,0.59,0.08,2641.10596,39.52450505,0.522377194
5750,0.59,0.09,2651.305752,39.64961795,0.520532643
5751,0.59,0.1,2659.046198,39.70272774,0.519132846
5752,0.59,0.11,2651.397756,39.61722748,0.520516005
5753,0.59,0.12,2667.77623,39.80458749,0.517554089
5754,0.59,0.13,2653.251032,39.66470648,0.520180855
5755,0.59,0.14,2672.286873,39.87259093,0.516738376
5756,0.59,0.15,2676.425308,39.90957756,0.515989973
5757,0.59,0.16,2654.873519,39.70894206,0.519887441
5758,0.59,0.17,2669.789083,39.83423708,0.517190081
5759,0.59,0.18,2682.086435,39.90880067,0.514966204
5760,0.59,0.19,2657.918511,39.69643771,0.519336779
5761,0.59,0.2,2665.148953,39.74954312,0.518029211
5762,0.59,0.21,2657.065963,39.71356299,0.519490955
5763,0.59,0.22,2654.075482,39.74011667,0.52003176
5764,0.59,0.23,2639.007393,39.59399571,0.522756703
5765,0.59,0.24,2641.607069,39.67069219,0.522286572
5766,0.59,0.25,2656.820426,39.70608844,0.519535359
5767,0.59,0.26,2652.944372,39.77819788,0.520236312
5768,0.59,0.27,2651.49048,39.67759683,0.520499236
5769,0.59,0.28,2663.177799,39.69445377,0.518385679
5770,0.59,0.29,2657.964805,39.80773974,0.519328407
5771,0.59,0.3,2647.546994,39.69827827,0.521212384
5772,0.59,0.31,2634.197163,39.45649168,0.523626594
5773,0.59,0.32,2680.750274,39.97271673,0.515207838
5774,0.59,0.33,2653.919639,39.69927202,0.520059943
5775,0.59,0.34,2642.673083,39.68640062,0.522093792
5776,0.59,0.35,2645.658474,39.59341302,0.521553908
5777,0.59,0.36,2654.532523,39.69673256,0.519949108
5778,0.59,0.37,2669.554744,39.88449351,0.517232459
5779,0.59,0.38,2663.73939,39.76219931,0.518284119
5780,0.59,0.39,2672.135656,39.84391747,0.516765722
5781,0.59,0.4,2668.570065,39.88855148,0.517410531
5782,0.59,0.41,2664.169759,39.7077708,0.518206291
5783,0.59,0.42,2657.046936,39.80365032,0.519494396
5784,0.59,0.43,2643.769573,39.58071638,0.521895501
5785,0.59,0.44,2618.711018,39.34160197,0.526427139
5786,0.59,0.45,2653.833606,39.72759858,0.520075501
5787,0.59,0.46,2641.677862,39.55558021,0.52227377
5788,0.59,0.47,2655.01483,39.68899654,0.519861886
5789,0.59,0.48,2653.091932,39.72820187,0.520209627
5790,0.59,0.49,2663.785868,39.82920172,0.518275714
5791,0.59,0.5,2661.856201,39.80748182,0.518624679
5792,0.59,0.51,2667.4328,39.88953574,0.517616196
5793,0.59,0.52,2663.509961,39.77259286,0.51832561
5794,0.59,0.53,2654.450306,39.65007232,0.519963976
5795,0.59,0.54,2659.846389,39.76263384,0.518988137
5796,0.59,0.55,2663.614628,39.79985644,0.518306682
5797,0.59,0.56,2660.923675,39.81271656,0.518793319
5798,0.59,0.57,2668.194025,39.7706664,0.517478534
5799,0.59,0.58,2654.797666,39.66590798,0.519901158
5800,0.59,0.59,2647.593809,39.63240513,0.521203918
5801,0.59,0.6,2654.243286,39.80524355,0.520001414
5802,0.59,0.61,2670.25175,39.74091424,0.517106412
5803,0.59,0.62,2688.204996,39.91529724,0.513859711
5804,0.59,0.63,2648.038588,39.73016134,0.521123483
5805,0.59,0.64,2672.145073,39.81760373,0.516764019
5806,0.59,0.65,2661.422839,39.75967796,0.518703049
5807,0.59,0.66,2676.601776,39.98698788,0.51595806
5808,0.59,0.67,2658.127495,39.73649782,0.519298986
5809,0.59,0.68,2664.098358,39.80338033,0.518219203
5810,0.59,0.69,2658.159827,39.83637504,0.519293139
5811,0.59,0.7,2672.794668,39.77473991,0.516646545
5812,0.59,0.71,2655.526427,39.74471918,0.519769368
5813,0.59,0.72,2653.793184,39.59682608,0.520082811
