,alpha,beta,MSE,MAE,R2
4941,0.5,0.91,2651.163439,39.68240486,0.520558379
4942,0.5,0.92,2652.810525,39.74540478,0.520260517
4943,0.5,0.93,2652.968728,39.68885554,0.520231907
4944,0.5,0.94,2661.240517,39.74730873,0.518736021
4945,0.5,0.95,2643.434424,39.63409658,0.52195611
4946,0.5,0.96,2651.450942,39.7176786,0.520506387
4947,0.5,0.97,2685.485126,40.00439911,0.514351578
4948,0.5,0.98,2659.613472,39.65060028,0.519030259
4949,0.5,0.99,2651.542269,39.73393057,0.520489871
4950,0.51,0.01,2649.813447,39.70458813,0.520802514
4951,0.51,0.02,2683.857564,39.8412443,0.514645909
4952,0.51,0.03,2653.296233,39.5901583,0.520172681
4953,0.51,0.04,2663.69703,39.77679576,0.51829178
4954,0.51,0.05,2662.455825,39.67487162,0.518516242
4955,0.51,0.06,2655.835016,39.73694186,0.519713562
4956,0.51,0.07,2650.523171,39.73808812,0.520674167
4957,0.51,0.08,2678.849492,39.86297775,0.515551579
4958,0.51,0.09,2657.872671,39.82669379,0.519345069
4959,0.51,0.1,2658.185776,39.76749028,0.519288446
4960,0.51,0.11,2661.430852,39.77171837,0.5187016
4961,0.51,0.12,2654.859911,39.69001345,0.519889902
4962,0.51,0.13,2680.357645,39.8117158,0.515278841
4963,0.51,0.14,2647.764519,39.70796428,0.521173047
4964,0.51,0.15,2684.688246,39.93968194,0.514495687
4965,0.51,0.16,2664.846724,39.76767769,0.518083867
4966,0.51,0.17,2659.077693,39.70430257,0.51912715
4967,0.51,0.18,2628.127981,39.4780303,0.524724157
4968,0.51,0.19,2665.389435,39.8032183,0.517985722
4969,0.51,0.2,2649.086517,39.61656838,0.520933974
4970,0.51,0.21,2672.168795,39.77321318,0.516759729
4971,0.51,0.22,2662.71459,39.83682074,0.518469446
4972,0.51,0.23,2657.98157,39.76263093,0.519325375
4973,0.51,0.24,2679.693389,39.83147895,0.515398967
4974,0.51,0.25,2675.625756,39.95219175,0.516134566
4975,0.51,0.26,2658.954177,39.76575282,0.519149487
4976,0.51,0.27,2635.826085,39.60834805,0.523332017
4977,0.51,0.28,2672.670056,39.77192799,0.51666908
4978,0.51,0.29,2669.738667,39.81716284,0.517199198
4979,0.51,0.3,2654.634146,39.72012952,0.51993073
4980,0.51,0.31,2644.478186,39.62621021,0.521767354
4981,0.51,0.32,2658.938563,39.79595825,0.519152311
4982,0.51,0.33,2653.242932,39.71034655,0.52018232
4983,0.51,0.34,2655.100114,39.58366418,0.519846463
4984,0.51,0.35,2658.292381,39.7137856,0.519269167
4985,0.51,0.36,2654.354322,39.72593769,0.519981334
4986,0.51,0.37,2665.587165,39.84073916,0.517949964
4987,0.51,0.38,2653.739738,39.67343023,0.520092476
4988,0.51,0.39,2639.105551,39.60567955,0.522738951
4989,0.51,0.4,2651.502914,39.65875545,0.520496988
4990,0.51,0.41,2643.763646,39.62913525,0.521896572
4991,0.51,0.42,2652.36205,39.68241866,0.52034162
4992,0.51,0.43,2660.732825,39.77636045,0.518827833
4993,0.51,0.44,2667.854377,39.78854026,0.517539957
4994,0.51,0.45,2672.538613,39.83316424,0.516692851
4995,0.51,0.46,2676.801418,39.85492964,0.515921957
4996,0.51,0.47,2630.833591,39.60646496,0.524234869
4997,0.51,0.48,2658.721853,39.75358224,0.519191501
4998,0.51,0.49,2654.792116,39.65363139,0.519902162
4999,0.51,0.5,2657.306086,39.7049515,0.519447531
5000,0.51,0.51,2672.473703,39.75951671,0.516704589
5001,0.51,0.52,2663.162376,39.74732586,0.518388468
5002,0.51,0.53,2665.639015,39.8047279,0.517940588
5003,0.51,0.54,2664.513118,39.78039672,0.518144197
5004,0.51,0.55,2652.338305,39.76480004,0.520345914
5005,0.51,0.56,2681.05786,39.94954965,0.515152213
5006,0.51,0.57,2668.367077,39.76097047,0.517447239
5007,0.51,0.58,2672.327005,39.89775152,0.516731118
5008,0.51,0.59,2651.840976,39.66557427,0.520435852
5009,0.51,0.6,2667.610304,39.74386524,0.517584096
5010,0.51,0.61,2649.26079,39.73931172,0.520902458
5011,0.51,0.62,2641.480994,39.67876562,0.522309372
5012,0.51,0.63,2661.551936,39.70131194,0.518679703
5013,0.51,0.64,2641.850904,39.55981405,0.522242476
5014,0.51,0.65,2637.13308,39.53573618,0.523095657
5015,0.51,0.66,2658.056828,39.66318314,0.519311765
5016,0.51,0.67,2642.393379,39.58970021,0.522144374
5017,0.51,0.68,2655.790501,39.67194241,0.519721612
5018,0.51,0.69,2660.476977,39.79270409,0.518874101
5019,0.51,0.7,2646.122202,39.62758985,0.521470046
5020,0.51,0.71,2656.25786,39.73747275,0.519637094
5021,0.51,0.72,2649.654416,39.67138884,0.520831274
5022,0.51,0.73,2693.794605,40.00392677,0.512848875
5023,0.51,0.74,2671.603119,39.88823102,0.516862027
5024,0.51,0.75,2665.518332,39.81352741,0.517962412
5025,0.51,0.76,2654.737477,39.74489694,0.519912043
5026,0.51,0.77,2646.578581,39.74051337,0.521387514
5027,0.51,0.78,2628.10326,39.54858244,0.524728628
5028,0.51,0.79,2669.221418,39.95458475,0.517292739
5029,0.51,0.8,2662.228423,39.80324423,0.518557366
5030,0.51,0.81,2673.33924,39.92540584,0.516548064
5031,0.51,0.82,2647.280742,39.66082593,0.521260534
5032,0.51,0.83,2683.638395,39.89209662,0.514685544
5033,0.51,0.84,2661.699122,39.67665496,0.518653086
5034,0.51,0.85,2653.686141,39.78386001,0.520102169
5035,0.51,0.86,2646.364561,39.66878713,0.521426218
5036,0.51,0.87,2680.111671,39.95474411,0.515323324
5037,0.51,0.88,2654.409697,39.71560828,0.51997132
5038,0.51,0.89,2632.459002,39.6273445,0.523940926
5039,0.51,0.9,2652.312588,39.75845095,0.520350565
5040,0.51,0.91,2660.669216,39.8124522,0.518839336
5041,0.51,0.92,2656.366712,39.74485417,0.519617409
5042,0.51,0.93,2641.831687,39.60430364,0.522245952
5043,0.51,0.94,2670.580267,39.78286909,0.517047002
5044,0.51,0.95,2657.646717,39.77034024,0.51938593
5045,0.51,0.96,2646.404285,39.70105633,0.521419034
5046,0.51,0.97,2675.444412,39.89953615,0.51616736
5047,0.51,0.98,2644.483659,39.5740633,0.521766364
5048,0.51,0.99,2649.445991,39.68923846,0.520868966
5049,0.52,0.01,2654.003754,39.66880479,0.520044731
5050,0.52,0.02,2659.79708,39.74431449,0.518997055
5051,0.52,0.03,2660.597193,39.76001524,0.518852361
5052,0.52,0.04,2651.191197,39.67329181,0.520553359
5053,0.52,0.05,2652.295057,39.76504667,0.520353735
5054,0.52,0.06,2650.862653,39.70051935,0.520612774
5055,0.52,0.07,2657.730561,39.76218277,0.519370768
5056,0.52,0.08,2667.524816,39.85519262,0.517599556
5057,0.52,0.09,2669.329615,39.80443016,0.517273172
5058,0.52,0.1,2654.906175,39.62052416,0.519881535
5059,0.52,0.11,2677.873706,39.91907349,0.515728042
5060,0.52,0.12,2683.810772,39.92888778,0.514654371
5061,0.52,0.13,2666.310662,39.77757692,0.517819126
5062,0.52,0.14,2653.093988,39.71746693,0.520209255
5063,0.52,0.15,2646.767987,39.60752459,0.521353261
5064,0.52,0.16,2648.641369,39.66191811,0.521014475
5065,0.52,0.17,2668.065849,39.85784728,0.517501714
5066,0.52,0.18,2674.833743,39.82418209,0.516277795
5067,0.52,0.19,2647.718151,39.69844262,0.521181432
5068,0.52,0.2,2651.454607,39.6285044,0.520505724
5069,0.52,0.21,2665.946452,39.76548349,0.51788499
5070,0.52,0.22,2666.111981,39.72220045,0.517855055
5071,0.52,0.23,2670.292913,39.74509022,0.517098968
5072,0.52,0.24,2662.232784,39.80725507,0.518556577
5073,0.52,0.25,2652.184168,39.57863419,0.520373789
5074,0.52,0.26,2638.047995,39.59766615,0.522930202
5075,0.52,0.27,2629.533203,39.51528215,0.524470034
5076,0.52,0.28,2650.555956,39.59975217,0.520668238
5077,0.52,0.29,2664.624325,39.87658051,0.518124086
5078,0.52,0.3,2646.593581,39.61154517,0.521384801
5079,0.52,0.31,2672.80711,39.85728349,0.516644295
5080,0.52,0.32,2655.294769,39.7253886,0.519811261
5081,0.52,0.33,2632.957632,39.63395671,0.523850753
5082,0.52,0.34,2632.103828,39.5794576,0.524005157
5083,0.52,0.35,2670.242527,39.88306557,0.517108079
5084,0.52,0.36,2648.451133,39.70534778,0.521048878
5085,0.52,0.37,2670.639813,39.77519822,0.517036233
5086,0.52,0.38,2660.106486,39.66852061,0.518941101
5087,0.52,0.39,2661.9191,39.75700569,0.518613304
5088,0.52,0.4,2648.923965,39.61044358,0.52096337
5089,0.52,0.41,2629.035894,39.62723172,0.524559968
5090,0.52,0.42,2653.259078,39.7442933,0.5201794
5091,0.52,0.43,2667.426367,39.82411234,0.517617359
5092,0.52,0.44,2664.410723,39.737083,0.518162714
5093,0.52,0.45,2662.8501,39.72273494,0.51844494
5094,0.52,0.46,2650.761522,39.64925475,0.520631063
5095,0.52,0.47,2652.741005,39.67545393,0.520273089
5096,0.52,0.48,2648.651598,39.65156173,0.521012625
5097,0.52,0.49,2671.187212,39.76255249,0.516937241
5098,0.52,0.5,2662.603378,39.74795296,0.518489558
5099,0.52,0.51,2670.421122,39.79872603,0.517075782
5100,0.52,0.52,2655.50716,39.78619002,0.519772852
5101,0.52,0.53,2648.571526,39.72322995,0.521027106
5102,0.52,0.54,2648.498652,39.71345586,0.521040285
5103,0.52,0.55,2652.899639,39.72307706,0.520244401
5104,0.52,0.56,2668.042594,39.89110236,0.51750592
5105,0.52,0.57,2662.00196,39.70310667,0.51859832
5106,0.52,0.58,2647.462349,39.65515099,0.521227692
5107,0.52,0.59,2661.58179,39.74965527,0.518674304
5108,0.52,0.6,2642.870607,39.63667996,0.522058071
5109,0.52,0.61,2663.850202,39.72477078,0.51826408
5110,0.52,0.62,2667.108644,39.81900089,0.517674817
5111,0.52,0.63,2652.405506,39.74072722,0.520333761
5112,0.52,0.64,2678.520615,39.85409853,0.515611054
5113,0.52,0.65,2654.943653,39.66103815,0.519874758
5114,0.52,0.66,2658.721364,39.74641204,0.519191589
5115,0.52,0.67,2657.788196,39.80964146,0.519360345
5116,0.52,0.68,2642.95665,39.74974742,0.522042511
5117,0.52,0.69,2651.189788,39.64212697,0.520553614
5118,0.52,0.7,2652.55336,39.72807745,0.520307023
5119,0.52,0.71,2653.861588,39.71946341,0.520070441
5120,0.52,0.72,2665.417043,39.81009659,0.517980729
5121,0.52,0.73,2663.287306,39.68273291,0.518365875
5122,0.52,0.74,2648.522386,39.66731908,0.521035992
5123,0.52,0.75,2642.436754,39.67320586,0.52213653
5124,0.52,0.76,2673.004778,39.91801641,0.516608548
5125,0.52,0.77,2669.94423,39.79699494,0.517162024
5126,0.52,0.78,2654.749496,39.78357721,0.51990987
5127,0.52,0.79,2660.309431,39.69969599,0.5189044
5128,0.52,0.8,2673.608285,39.82608609,0.516499409
5129,0.52,0.81,2696.03095,39.99514917,0.51244445
5130,0.52,0.82,2654.781131,39.72047474,0.519904149
5131,0.52,0.83,2664.066849,39.82806104,0.518224901
5132,0.52,0.84,2660.880706,39.75619608,0.518801089
5133,0.52,0.85,2650.182446,39.75500868,0.520735784
5134,0.52,0.86,2664.595873,39.91204213,0.518129231
5135,0.52,0.87,2662.093948,39.72748676,0.518581684
5136,0.52,0.88,2667.65558,39.76418321,0.517575908
5137,0.52,0.89,2664.94322,39.76880382,0.518066417
5138,0.52,0.9,2651.457688,39.65024345,0.520505167
5139,0.52,0.91,2649.11617,39.71834054,0.520928611
5140,0.52,0.92,2675.853224,39.8649231,0.51609343
5141,0.52,0.93,2657.976314,39.72554247,0.519326326
5142,0.52,0.94,2666.416579,39.71538931,0.517799971
5143,0.52,0.95,2666.14162,39.85700988,0.517849695
5144,0.52,0.96,2652.176218,39.60805042,0.520375226
5145,0.52,0.97,2684.515171,39.96815833,0.514526986
5146,0.52,0.98,2657.729649,39.79072525,0.519370933
5147,0.52,0.99,2662.724873,39.80368069,0.518467587
5148,0.53,0.01,2658.932963,39.69878941,0.519153323
5149,0.53,0.02,2638.410824,39.50269834,0.522864587
5150,0.53,0.03,2662.23943,39.82107908,0.518555375
5151,0.53,0.04,2654.005875,39.67742902,0.520044348
5152,0.53,0.05,2649.565892,39.69832813,0.520847283
5153,0.53,0.06,2663.785576,39.83848095,0.518275767
5154,0.53,0.07,2668.335564,39.76842461,0.517452938
5155,0.53,0.08,2654.886631,39.72204928,0.51988507
5156,0.53,0.09,2667.085194,39.79859043,0.517679058
5157,0.53,0.1,2672.798257,39.80898427,0.516645896
5158,0.53,0.11,2666.107401,39.78871425,0.517855884
5159,0.53,0.12,2677.713579,39.85950916,0.515757
5160,0.53,0.13,2661.699418,39.80599934,0.518653032
5161,0.53,0.14,2667.180527,39.78328685,0.517661817
5162,0.53,0.15,2657.371498,39.84120857,0.519435702
5163,0.53,0.16,2666.196357,39.82375214,0.517839797
5164,0.53,0.17,2664.486403,39.78787193,0.518149028
5165,0.53,0.18,2662.81585,39.81922548,0.518451134
5166,0.53,0.19,2648.035839,39.73408324,0.521123981
5167,0.53,0.2,2638.722301,39.56620415,0.522808259
5168,0.53,0.21,2669.062389,39.82423405,0.517321498
5169,0.53,0.22,2651.584306,39.74922055,0.520482269
5170,0.53,0.23,2654.998165,39.73533952,0.5198649
5171,0.53,0.24,2664.4499,39.77071922,0.518155629
5172,0.53,0.25,2671.41311,39.9561386,0.516896389
5173,0.53,0.26,2650.8854,39.61414563,0.52060866
5174,0.53,0.27,2641.271863,39.55034762,0.522347191
5175,0.53,0.28,2660.264035,39.68110998,0.518912609
5176,0.53,0.29,2670.145328,39.80234772,0.517125657
5177,0.53,0.3,2656.321063,39.64387839,0.519625664
5178,0.53,0.31,2641.299651,39.62412627,0.522342166
5179,0.53,0.32,2662.576428,39.80836749,0.518494432
5180,0.53,0.33,2651.354501,39.69176097,0.520523827
5181,0.53,0.34,2636.479683,39.59257887,0.523213819
5182,0.53,0.35,2655.156604,39.72190411,0.519836247
5183,0.53,0.36,2648.90719,39.74903214,0.520966404
5184,0.53,0.37,2656.707798,39.7528388,0.519555726
5185,0.53,0.38,2660.678587,39.74076417,0.518837641
5186,0.53,0.39,2656.114447,39.76704176,0.519663029
5187,0.53,0.4,2638.168882,39.62647543,0.52290834
5188,0.53,0.41,2646.640825,39.6208513,0.521376258
5189,0.53,0.42,2657.103596,39.6193387,0.51948415
5190,0.53,0.43,2659.464419,39.79093182,0.519057214
5191,0.53,0.44,2668.173255,39.88512951,0.517482291
5192,0.53,0.45,2663.873629,39.81421789,0.518259843
5193,0.53,0.46,2665.031796,39.76819409,0.518050398
5194,0.53,0.47,2655.206393,39.79216997,0.519827243
5195,0.53,0.48,2652.691105,39.73453933,0.520282113
5196,0.53,0.49,2643.212896,39.68249078,0.521996171
5197,0.53,0.5,2655.158062,39.82293606,0.519835984
5198,0.53,0.51,2650.811938,39.7394602,0.520621945
5199,0.53,0.52,2660.749643,39.73281899,0.518824791
5200,0.53,0.53,2644.996078,39.69539506,0.521673697
5201,0.53,0.54,2656.391919,39.82320302,0.519612851
5202,0.53,0.55,2642.88935,39.59270835,0.522054682
5203,0.53,0.56,2666.385826,39.81981204,0.517805533
5204,0.53,0.57,2666.041485,39.81497313,0.517867804
5205,0.53,0.58,2665.58784,39.85015248,0.517949842
5206,0.53,0.59,2681.615491,39.86072819,0.51505137
5207,0.53,0.6,2670.171058,39.77894423,0.517121004
5208,0.53,0.61,2674.438766,39.83304217,0.516349223
5209,0.53,0.62,2653.877107,39.68614843,0.520067634
5210,0.53,0.63,2669.176397,39.81250698,0.51730088
5211,0.53,0.64,2654.743577,39.68973629,0.51991094
5212,0.53,0.65,2654.513389,39.78604153,0.519952568
5213,0.53,0.66,2668.933997,39.79364693,0.517344717
5214,0.53,0.67,2655.345285,39.77763574,0.519802126
5215,0.53,0.68,2647.3896,39.65436944,0.521240848
5216,0.53,0.69,2645.496366,39.63743357,0.521583224
5217,0.53,0.7,2679.311128,39.85675313,0.515468096
5218,0.53,0.71,2661.067127,39.7929334,0.518767377
5219,0.53,0.72,2651.827151,39.72654043,0.520438352
5220,0.53,0.73,2656.471316,39.68647367,0.519598492
5221,0.53,0.74,2657.63141,39.6480433,0.519388699
5222,0.53,0.75,2635.430489,39.57008465,0.523403557
5223,0.53,0.76,2658.044297,39.70684112,0.519314031
5224,0.53,0.77,2629.59507,39.57698808,0.524458846
5225,0.53,0.78,2660.754755,39.76283932,0.518823867
5226,0.53,0.79,2674.101068,39.85453718,0.516410293
5227,0.53,0.8,2662.315298,39.80144667,0.518541655
5228,0.53,0.81,2647.266864,39.65204025,0.521263044
5229,0.53,0.82,2681.828864,39.99343573,0.515012783
5230,0.53,0.83,2652.005656,39.67380116,0.520406071
5231,0.53,0.84,2637.636361,39.54682009,0.523004643
5232,0.53,0.85,2656.02181,39.74709788,0.519679782
5233,0.53,0.86,2685.63345,39.99373538,0.514324754
5234,0.53,0.87,2668.456347,39.85930319,0.517431096
5235,0.53,0.88,2659.603588,39.6838412,0.519032046
5236,0.53,0.89,2649.655507,39.74581017,0.520831077
5237,0.53,0.9,2654.569558,39.78486428,0.51994241
5238,0.53,0.91,2660.908912,39.67736326,0.518795989
5239,0.53,0.92,2628.897495,39.55435364,0.524584997
5240,0.53,0.93,2663.924353,39.8125577,0.51825067
5241,0.53,0.94,2649.184566,39.7026048,0.520916243
5242,0.53,0.95,2662.595772,39.9272492,0.518490934
5243,0.53,0.96,2673.989704,39.93047674,0.516430432
5244,0.53,0.97,2667.556659,39.79855549,0.517593797
5245,0.53,0.98,2656.673308,39.74558935,0.519561964
5246,0.53,0.99,2661.888267,39.79460423,0.51861888
5247,0.54,0.01,2647.332701,39.66106784,0.521251137
5248,0.54,0.02,2669.565035,39.87609687,0.517230598
5249,0.54,0.03,2661.289628,39.61888507,0.518727139
5250,0.54,0.04,2690.997305,40.02455257,0.513354745
5251,0.54,0.05,2661.356774,39.80031747,0.518714996
5252,0.54,0.06,2637.459604,39.54914768,0.523036608
5253,0.54,0.07,2646.087314,39.62473599,0.521476356
5254,0.54,0.08,2641.414459,39.59671669,0.522321404
5255,0.54,0.09,2663.388879,39.7054383,0.518347507
5256,0.54,0.1,2656.100151,39.70518766,0.519665615
5257,0.54,0.11,2641.61707,39.60450382,0.522284763
5258,0.54,0.12,2650.065991,39.67577623,0.520756844
5259,0.54,0.13,2655.930751,39.70208863,0.519696249
5260,0.54,0.14,2675.473421,39.9103299,0.516162114
5261,0.54,0.15,2669.523996,39.81442331,0.51723802
5262,0.54,0.16,2648.584725,39.62642302,0.521024719
5263,0.54,0.17,2679.585916,39.82947086,0.515418402
5264,0.54,0.18,2665.133203,39.71961851,0.51803206
5265,0.54,0.19,2658.278856,39.80556524,0.519271613
5266,0.54,0.2,2673.788972,39.86116345,0.516466733
5267,0.54,0.21,2647.583366,39.66637203,0.521205807
5268,0.54,0.22,2676.603891,39.83726503,0.515957678
5269,0.54,0.23,2657.169908,39.72064013,0.519472158
5270,0.54,0.24,2695.57802,39.97361315,0.512526359
5271,0.54,0.25,2677.105062,39.93991509,0.515867045
5272,0.54,0.26,2647.299538,39.67332169,0.521257135
5273,0.54,0.27,2669.286354,39.88686592,0.517280996
5274,0.54,0.28,2663.396893,39.810989,0.518346057
5275,0.54,0.29,2656.778311,39.74140068,0.519542975
5276,0.54,0.3,2657.046869,39.61470783,0.519494408
5277,0.54,0.31,2662.270072,39.72153433,0.518549834
5278,0.54,0.32,2661.782687,39.72140477,0.518637974
5279,0.54,0.33,2664.470798,39.81580022,0.51815185
5280,0.54,0.34,2668.773981,39.83190933,0.517373654
5281,0.54,0.35,2665.275198,39.85938782,0.518006381
5282,0.54,0.36,2634.682171,39.61763848,0.523538884
5283,0.54,0.37,2645.014659,39.68109864,0.521670337
5284,0.54,0.38,2649.203969,39.69977347,0.520912734
5285,0.54,0.39,2654.412244,39.66467448,0.519970859
5286,0.54,0.4,2674.852569,39.82443197,0.51627439
5287,0.54,0.41,2661.343687,39.7491045,0.518717363
5288,0.54,0.42,2663.035978,39.72626777,0.518411326
5289,0.54,0.43,2665.734659,39.75924648,0.517923291
5290,0.54,0.44,2663.885551,39.7338758,0.518257687
5291,0.54,0.45,2652.584097,39.72532446,0.520301465
5292,0.54,0.46,2638.160628,39.49168161,0.522909833
5293,0.54,0.47,2658.422699,39.77519676,0.5192456
5294,0.54,0.48,2656.753332,39.65996618,0.519547492
5295,0.54,0.49,2667.625637,39.69870607,0.517581323
5296,0.54,0.5,2651.919145,39.74316841,0.520421716
5297,0.54,0.51,2654.160614,39.68741847,0.520016364
5298,0.54,0.52,2647.112638,39.61721961,0.521290934
5299,0.54,0.53,2674.788837,39.89016218,0.516285916
5300,0.54,0.54,2655.380547,39.78044116,0.519795749
5301,0.54,0.55,2658.417445,39.70247684,0.519246551
5302,0.54,0.56,2651.907437,39.69315991,0.520423833
5303,0.54,0.57,2658.642149,39.70464599,0.519205915
5304,0.54,0.58,2639.449871,39.60663631,0.522676684
5305,0.54,0.59,2664.701051,39.66746713,0.518110211
5306,0.54,0.6,2645.632473,39.56715901,0.52155861
5307,0.54,0.61,2642.794058,39.68630583,0.522071915
5308,0.54,0.62,2670.654087,39.92489036,0.517033652
5309,0.54,0.63,2665.640866,39.82737741,0.517940253
5310,0.54,0.64,2649.438738,39.65929133,0.520870278
5311,0.54,0.65,2636.929671,39.50628629,0.523132442
5312,0.54,0.66,2638.728848,39.6476912,0.522807075
5313,0.54,0.67,2663.40747,39.7500525,0.518344145
5314,0.54,0.68,2669.015491,39.73936324,0.517329979
5315,0.54,0.69,2663.075349,39.799352,0.518404206
5316,0.54,0.7,2650.196427,39.61303364,0.520733256
5317,0.54,0.71,2647.9556,39.62903256,0.521138491
5318,0.54,0.72,2658.250903,39.79097201,0.519276668
5319,0.54,0.73,2655.513147,39.68287769,0.519771769
5320,0.54,0.74,2673.539296,39.94290638,0.516511885
5321,0.54,0.75,2683.576323,39.87981468,0.514696769
5322,0.54,0.76,2658.456012,39.76198856,0.519239576
5323,0.54,0.77,2651.575017,39.67081326,0.520483949
5324,0.54,0.78,2676.313826,39.83442351,0.516010134
5325,0.54,0.79,2649.100981,39.68465442,0.520931358
5326,0.54,0.8,2651.932347,39.644432,0.520419328
5327,0.54,0.81,2634.383801,39.61633718,0.523592842
5328,0.54,0.82,2671.9365,39.76986478,0.516801738
5329,0.54,0.83,2655.879432,39.77689641,0.51970553
5330,0.54,0.84,2661.166866,39.64189909,0.51874934
5331,0.54,0.85,2654.794116,39.73760785,0.519901801
5332,0.54,0.86,2664.563532,39.7399163,0.51813508
5333,0.54,0.87,2654.76506,39.66588758,0.519907055
5334,0.54,0.88,2667.174601,39.84750334,0.517662889
5335,0.54,0.89,2662.594264,39.78396065,0.518491206
5336,0.54,0.9,2632.059829,39.55501841,0.524013114
5337,0.54,0.91,2646.758809,39.62262013,0.521354921
5338,0.54,0.92,2687.761908,39.98304852,0.51393984
5339,0.54,0.93,2659.209115,39.73219997,0.519103383
5340,0.54,0.94,2654.339661,39.78304064,0.519983985
5341,0.54,0.95,2651.083907,39.63882404,0.520572762
5342,0.54,0.96,2650.926127,39.68305985,0.520601295
5343,0.54,0.97,2641.910851,39.6572806,0.522231636
5344,0.54,0.98,2669.478432,39.9100684,0.51724626
5345,0.54,0.99,2627.931924,39.52701182,0.524759612
5346,0.55,0.01,2645.194474,39.6504456,0.521637819
5347,0.55,0.02,2651.441733,39.67330756,0.520508052
5348,0.55,0.03,2655.381977,39.67267482,0.51979549
5349,0.55,0.04,2646.596669,39.7047819,0.521384243
5350,0.55,0.05,2659.475009,39.7368799,0.519055299
5351,0.55,0.06,2670.250231,39.82217199,0.517106686
5352,0.55,0.07,2640.925765,39.68364906,0.52240978
5353,0.55,0.08,2635.953246,39.61664638,0.523309021
5354,0.55,0.09,2670.609404,39.74137778,0.517041733
5355,0.55,0.1,2663.147974,39.83552481,0.518391072
5356,0.55,0.11,2649.315711,39.66386964,0.520892526
5357,0.55,0.12,2674.435151,39.87640305,0.516349877
5358,0.55,0.13,2656.068577,39.72109934,0.519671324
5359,0.55,0.14,2674.383357,39.78129508,0.516359244
5360,0.55,0.15,2671.215782,39.77438417,0.516932074
5361,0.55,0.16,2663.910975,39.66203955,0.51825309
5362,0.55,0.17,2658.398003,39.72393336,0.519250066
5363,0.55,0.18,2666.997991,39.79819656,0.517694828
5364,0.55,0.19,2664.244657,39.80508129,0.518192746
5365,0.55,0.2,2653.092396,39.70722585,0.520209543
5366,0.55,0.21,2652.256444,39.74619368,0.520360718
5367,0.55,0.22,2665.657966,39.80559019,0.51793716
5368,0.55,0.23,2660.70251,39.82217029,0.518833315
5369,0.55,0.24,2659.029071,39.77598546,0.519135943
5370,0.55,0.25,2645.462593,39.73945197,0.521589331
5371,0.55,0.26,2641.282739,39.60830653,0.522345224
5372,0.55,0.27,2658.886898,39.70602779,0.519161654
5373,0.55,0.28,2658.310624,39.76752039,0.519265868
5374,0.55,0.29,2665.171774,39.78247206,0.518025084
5375,0.55,0.3,2668.817331,39.7815629,0.517365815
5376,0.55,0.31,2648.881694,39.7640119,0.520971014
5377,0.55,0.32,2649.094962,39.68916266,0.520932447
5378,0.55,0.33,2656.240543,39.68051574,0.519640226
5379,0.55,0.34,2674.526464,39.79011816,0.516333364
5380,0.55,0.35,2672.140815,39.8383904,0.516764789
5381,0.55,0.36,2665.577418,39.73139706,0.517951727
5382,0.55,0.37,2636.857247,39.56468899,0.523145539
5383,0.55,0.38,2664.97308,39.73775422,0.518061017
5384,0.55,0.39,2653.775919,39.7259342,0.520085933
5385,0.55,0.4,2662.02071,39.86232488,0.518594929
5386,0.55,0.41,2647.507694,39.7271934,0.521219491
5387,0.55,0.42,2646.181203,39.61927416,0.521459377
5388,0.55,0.43,2665.404444,39.82011297,0.517983008
5389,0.55,0.44,2677.854539,39.89940029,0.515731508
5390,0.55,0.45,2644.392251,39.7254846,0.521782894
5391,0.55,0.46,2663.125035,39.75217227,0.518395221
5392,0.55,0.47,2675.42172,39.80531468,0.516171464
5393,0.55,0.48,2656.220941,39.73982836,0.519643771
5394,0.55,0.49,2647.098347,39.62540326,0.521293518
5395,0.55,0.5,2653.603292,39.73731604,0.520117151
5396,0.55,0.51,2660.58931,39.85850252,0.518853786
5397,0.55,0.52,2672.984679,39.80985666,0.516612183
5398,0.55,0.53,2650.793305,39.72692819,0.520625315
5399,0.55,0.54,2650.489729,39.78111361,0.520680214
5400,0.55,0.55,2650.286605,39.58788431,0.520716948
5401,0.55,0.56,2669.723197,39.74105876,0.517201996
5402,0.55,0.57,2658.498108,39.64103226,0.519231963
5403,0.55,0.58,2648.131775,39.65144332,0.521106631
5404,0.55,0.59,2660.699489,39.7059282,0.518833861
5405,0.55,0.6,2682.788789,39.95613871,0.514839189
5406,0.55,0.61,2657.067624,39.74869157,0.519490655
5407,0.55,0.62,2670.613681,39.74684463,0.517040959
5408,0.55,0.63,2649.511198,39.59287714,0.520857174
5409,0.55,0.64,2667.256714,39.85157445,0.51764804
5410,0.55,0.65,2658.532356,39.72156539,0.51922577
5411,0.55,0.66,2653.108311,39.7412878,0.520206665
5412,0.55,0.67,2674.581361,39.8541432,0.516323436
5413,0.55,0.68,2673.506877,39.7831821,0.516517748
5414,0.55,0.69,2668.369867,39.77672274,0.517446735
5415,0.55,0.7,2665.313224,39.8533212,0.517999504
5416,0.55,0.71,2649.006774,39.72481359,0.520948395
5417,0.55,0.72,2644.350392,39.59009029,0.521790464
5418,0.55,0.73,2658.626618,39.86424239,0.519208723
5419,0.55,0.74,2670.055961,39.76849018,0.517141818
5420,0.55,0.75,2631.841859,39.5568014,0.524052532
5421,0.55,0.76,2667.800558,39.88204228,0.51754969
5422,0.55,0.77,2657.816536,39.70162905,0.51935522
